Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.2480,-1.2021,0.1065,1.8973,1.6377,0.8477,0.3544,-0.6804,0.4344,0.3544,0.4230

1.6010,-0.6877,0.1682,1.3416,3.1811,1.8355,-0.0778,0.3486,1.0312,-0.0778,0.8728

2.4280,-0.6877,-0.0788,1.8973,2.1522,1.6503,-0.0160,0.6059,0.9232,-0.0160,0.7890

3.4280,-1.7165,0.2299,1.8973,1.6377,1.7121,-0.0160,0.6059,0.7277,-0.0160,0.6215

4.4280,-0.9449,0.3534,2.1442,1.3805,1.8355,0.0457,-0.1659,0.7671,0.0457,0.6641

5.4280,-0.6877,0.1682,1.6503,2.4094,1.8355,-0.0778,0.0913,0.9112,-0.0778,0.7699

6.4280,-0.9449,-0.0170,1.8973,2.4094,1.6503,0.0457,0.6059,0.9335,0.0457,0.8067

7.4280,-0.1733,-0.0788,2.0208,1.6377,1.5886,0.0457,0.8631,0.9764,0.0457,0.8434

8.4280,-1.4593,0.1682,1.7738,1.6377,1.8355,0.2309,0.3486,0.7174,0.2309,0.6479

9.4280,0.0839,0.0447,1.7121,2.9239,1.5886,0.0457,1.6349,1.3313,0.0457,1.1477

10.4290,-0.6877,0.1682,1.9590,2.4094,1.7738,0.1074,-0.1659,0.9095,0.1074,0.7949

11.4290,-0.9449,-0.0788,1.8973,1.6377,1.7121,-0.0160,3.1784,1.2336,-0.0160,1.0551

12.4280,-0.6877,0.1065,2.0825,2.1522,1.7738,0.1074,-0.4232,0.8340,0.1074,0.7302

13.4280,4.9706,0.3534,1.8355,1.3805,1.7738,-0.0160,2.4066,2.1201,-0.0160,1.8149

14.4280,-0.6877,-0.5726,1.8973,2.4094,1.6503,0.0457,0.6059,0.8838,0.0457,0.7640

15.4280,0.3411,0.1682,1.5886,2.4094,1.7738,-0.1395,0.3486,1.1049,-0.1395,0.9272

16.4280,0.0839,-0.0788,1.8973,-0.4201,1.9590,-0.0778,0.8631,0.7174,-0.0778,0.6038

17.4280,-0.6877,0.1065,1.5886,2.4094,1.7738,-0.2013,0.0913,0.8803,-0.2013,0.7258

18.4280,-0.6877,0.0447,1.8355,1.3805,1.8355,0.2309,-0.1659,0.7071,0.2309,0.6391

19.4280,0.0839,-0.1405,2.1442,1.3805,1.9590,0.0457,-0.1659,0.8769,0.0457,0.7581

20.4280,-1.9737,0.0447,1.8973,1.8950,1.8973,0.1074,0.3486,0.6849,0.1074,0.6024

21.4280,-0.4305,0.0447,1.7121,2.1522,2.5147,-0.0160,0.8631,1.1427,-0.0160,0.9772

