Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.2490,0.2405,0.0450

1.9630,0.2451,0.0501

2.9620,0.2405,0.0450

3.9620,0.2498,0.0553

4.9630,0.2405,0.0450

5.9620,0.2683,0.0759

6.9630,0.2359,0.0399

7.9620,0.2405,0.0450

8.9620,0.2359,0.0399

9.9630,0.2312,0.0347

10.9620,0.2405,0.0450

11.9620,0.2451,0.0501

12.9630,0.2544,0.0604

13.9620,0.2359,0.0399

14.9630,0.2451,0.0501

15.9620,0.2312,0.0347

16.9620,0.2312,0.0347

17.9620,0.2405,0.0450

18.9620,0.2405,0.0450

19.9620,0.2312,0.0347

20.9620,0.2405,0.0450

21.9620,0.2451,0.0501

22.9620,0.2498,0.0553

23.9620,0.2544,0.0604

24.9620,0.2405,0.0450

25.9620,0.2451,0.0501

26.9630,0.2451,0.0501

27.9620,0.2451,0.0501

28.9630,0.2451,0.0501

29.9630,0.2359,0.0399

30.9630,0.2405,0.0450

31.9630,0.2405,0.0450

32.9620,0.2451,0.0501

33.9630,0.2405,0.0450

34.9620,0.2822,0.0913

35.9630,0.2359,0.0399

36.9620,0.2405,0.0450

37.9630,0.2312,0.0347

38.9620,0.2451,0.0501

39.9630,0.2498,0.0553

40.9630,0.2498,0.0553

41.9620,0.2127,0.0141

42.9630,0.2451,0.0501

43.9620,0.2405,0.0450

44.9620,0.2405,0.0450

45.9630,0.2405,0.0450

46.9630,0.2590,0.0656

47.9620,0.2405,0.0450

48.9620,0.2312,0.0347

49.9630,0.2451,0.0501

50.9620,0.2544,0.0604

51.9620,0.2359,0.0399

52.9630,0.2405,0.0450

53.9620,0.2405,0.0450

54.9620,0.2359,0.0399

55.9630,0.2359,0.0399

56.9630,0.2266,0.0296

57.9630,0.2451,0.0501

58.9630,0.2451,0.0501

59.9620,0.2405,0.0450

60.9620,0.2405,0.0450

61.9630,0.2498,0.0553

62.9620,0.2405,0.0450

63.9630,0.2312,0.0347

64.9620,0.2451,0.0501

65.9620,0.2405,0.0450

66.9690,0.2498,0.0553

67.9620,0.2451,0.0501

68.9630,0.2405,0.0450

69.9620,0.2451,0.0501

70.9620,0.2405,0.0450

71.9620,0.2312,0.0347

72.9620,0.2220,0.0244

73.9630,0.2312,0.0347

74.9620,0.2544,0.0604

75.9620,0.2312,0.0347

76.9620,0.2405,0.0450

77.9620,0.2451,0.0501

78.9630,0.2451,0.0501

79.9620,0.2405,0.0450

80.9620,0.2544,0.0604

81.9620,0.2359,0.0399

82.9620,0.2405,0.0450

84.0140,0.2405,0.0450

84.9620,0.2451,0.0501

85.9620,0.2451,0.0501

86.9620,0.2359,0.0399

87.9620,0.2405,0.0450

88.9620,0.2405,0.0450

89.9630,0.2451,0.0501

90.9620,0.2405,0.0450

91.9620,0.2220,0.0244

92.9620,0.2359,0.0399

93.9630,0.2405,0.0450

94.9630,0.2405,0.0450

95.9620,0.2359,0.0399

96.9620,0.2451,0.0501

97.9630,0.2451,0.0501

98.9620,0.2405,0.0450

99.9620,0.2405,0.0450

100.9620,0.2359,0.0399

101.9620,0.2451,0.0501

102.9620,0.2590,0.0656

103.9630,0.2405,0.0450

104.9620,0.2405,0.0450

105.9620,0.2451,0.0501

106.9620,0.2405,0.0450

107.9620,0.2961,0.1067

108.9620,0.2868,0.0965

109.9620,0.2405,0.0450

110.9620,0.2405,0.0450

111.9620,0.2451,0.0501

112.9620,0.2359,0.0399

113.9620,0.2405,0.0450

114.9620,0.2405,0.0450

115.9620,0.2451,0.0501

116.9630,0.2405,0.0450

117.9620,0.2359,0.0399

118.9620,0.2498,0.0553

119.9630,0.2266,0.0296

120.9620,0.2451,0.0501

121.9620,0.2405,0.0450

122.9620,0.2590,0.0656

123.9620,0.2498,0.0553

124.9620,0.2405,0.0450

125.9630,0.2405,0.0450

126.9620,0.2451,0.0501

127.9620,0.2405,0.0450

128.9630,0.2312,0.0347

129.9620,0.2405,0.0450

130.9630,0.2405,0.0450

131.9620,0.2451,0.0501

132.9630,0.2405,0.0450

133.9620,0.2312,0.0347

134.9620,0.2359,0.0399

135.9620,0.2405,0.0450

136.9630,0.2498,0.0553

137.9620,0.2451,0.0501

138.9630,0.2359,0.0399

139.9620,0.2405,0.0450

140.9620,0.2451,0.0501

141.9630,0.2405,0.0450

142.9620,0.2359,0.0399

143.9620,0.2405,0.0450

144.9620,0.2359,0.0399

145.9620,0.2683,0.0759

146.9620,0.2544,0.0604

147.9620,0.2405,0.0450

148.9620,0.2266,0.0296

149.9620,0.2451,0.0501

150.9630,0.2405,0.0450

151.9620,0.2498,0.0553

152.9630,0.2405,0.0450

153.9620,0.2359,0.0399

154.9620,0.2637,0.0707

155.9630,0.2405,0.0450

