Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.2480,2.1415,4.5515,7.3304,7.2968,0.0450,-0.0778,5.4937,4.4765,-0.0778,3.8259

1.9760,2.9131,4.6749,7.2070,7.2968,0.0450,-0.0778,5.2364,4.5622,-0.0778,3.8993

2.9760,2.9131,4.5515,7.2070,7.2968,0.0450,-0.1395,4.7219,4.4559,-0.1395,3.7994

3.9770,2.9131,4.7367,7.3922,7.5540,-0.1402,-0.2630,5.7509,4.7011,-0.2630,3.9919

4.9770,2.9131,4.5515,7.0835,7.8112,-0.0785,0.0457,7.2944,4.9292,0.0457,4.2316

5.9760,2.1415,4.5515,6.8983,7.5540,-0.0167,-0.3247,5.2364,4.3941,-0.3247,3.7200

6.9760,3.9418,4.3663,7.3304,7.2968,0.1685,-0.2013,5.7509,4.8091,-0.2013,4.0934

7.9770,2.3987,4.7984,7.1452,7.2968,0.0450,0.1692,5.7509,4.5725,0.1692,3.9434

8.9760,2.6559,4.4897,7.2687,7.2968,-0.0167,-0.0160,5.7509,4.5742,-0.0160,3.9185

9.9770,2.9131,4.1193,7.2687,7.8112,-0.1402,0.0457,5.4937,4.5776,0.0457,3.9302

10.9760,3.1703,4.4280,7.2070,7.5540,0.0450,0.1074,5.4937,4.6496,0.1074,4.0008

11.9770,3.1703,4.4897,7.1452,7.2968,-0.1402,-0.1395,5.4937,4.5759,-0.1395,3.9023

12.9760,2.9131,4.6749,7.4539,7.2968,0.1685,-0.0778,5.7509,4.7097,-0.0778,4.0258

13.9770,4.4562,4.4280,7.4539,7.5540,-0.0167,-0.2013,5.2364,4.8520,-0.2013,4.1301

14.9770,3.4275,4.7367,7.5157,7.5540,0.0450,0.0457,5.4937,4.7954,0.0457,4.1169

