Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.1890,0.2405,0.0450

2.1800,0.2498,0.0553

3.1800,0.2405,0.0450

4.1800,0.2266,0.0296

5.1800,0.2312,0.0347

6.1800,0.2498,0.0553

7.1800,0.2359,0.0399

8.1800,0.2405,0.0450

9.1800,0.2220,0.0244

10.1810,1.3472,1.2747

11.1800,0.3377,0.1530

12.1800,0.2544,0.0604

13.1800,0.2312,0.0347

14.1800,0.2127,0.0141

15.1800,0.2544,0.0604

16.1810,0.2498,0.0553

17.1800,0.2359,0.0399

18.1800,2.3011,2.3346

19.1810,0.3007,0.1119

20.1800,0.2220,0.0244

21.1800,0.1942,-0.0065

22.1810,0.2405,0.0450

23.1800,0.2359,0.0399

24.1810,0.3424,0.1582

25.1800,1.2361,1.1512

26.1800,0.3377,0.1530

27.1800,0.2405,0.0450

28.1800,0.2498,0.0553

29.1800,0.2173,0.0193

30.1800,0.2405,0.0450

31.1800,0.2266,0.0296

32.1800,0.2359,0.0399

33.1800,0.3007,0.1119

34.1800,0.2451,0.0501

35.1800,0.2266,0.0296

36.1800,0.2220,0.0244

37.1800,0.2822,0.0913

38.1800,0.2451,0.0501

39.1800,0.2405,0.0450

40.1810,0.2451,0.0501

41.1800,0.2451,0.0501

42.1800,0.2405,0.0450

43.1810,2.3382,2.3757

44.1800,0.2266,0.0296

45.1800,0.2359,0.0399

46.1800,0.2405,0.0450

47.1800,0.2359,0.0399

48.1810,0.2405,0.0450

49.1800,0.2359,0.0399

50.1800,0.2451,0.0501

51.1800,0.2359,0.0399

52.1800,0.2544,0.0604

53.1800,0.2359,0.0399

54.1800,0.2405,0.0450

55.1800,0.2359,0.0399

56.1800,0.2451,0.0501

57.1800,0.2405,0.0450

58.1800,0.2312,0.0347

59.1800,2.3382,2.3757

60.1800,0.2127,0.0141

61.1820,0.2359,0.0399

62.1800,0.2451,0.0501

63.1800,0.2498,0.0553

64.1800,0.2498,0.0553

65.1810,0.2359,0.0399

66.1800,0.2127,0.0141

67.1800,1.5278,1.4753

68.1810,0.3470,0.1633

69.1800,0.2451,0.0501

70.1800,0.2173,0.0193

71.1800,0.2498,0.0553

72.1800,0.2359,0.0399

73.1800,0.2081,0.0090

74.1800,0.2405,0.0450

75.1800,0.2266,0.0296

76.1800,0.2359,0.0399

77.1800,0.2312,0.0347

78.1800,0.2451,0.0501

79.1800,0.2312,0.0347

80.1800,0.2312,0.0347

81.1800,0.2590,0.0656

82.1800,0.2220,0.0244

83.1800,1.5741,1.5268

