Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.8710,2393.0818,29.6529,29.2385,29.0187,2393.1159,2393.1329,28.4816,2393.1395,974.8216,2393.1362,1211.1077

2.6240,2393.0427,29.6582,29.2339,29.0311,2393.1051,2393.0711,28.4883,2393.0569,974.8142,2393.0640,1211.0859

3.6240,2393.0826,29.6581,29.2531,29.0376,2393.1223,2393.1072,28.4746,2393.0968,974.8307,2393.1020,1211.1040

4.6240,2393.0843,29.6630,29.2297,29.0227,2393.1514,2393.0890,28.4653,2393.1089,974.8302,2393.0989,1211.1018

5.6240,2393.1393,29.6732,29.2306,29.0461,2393.1346,2393.1280,28.4563,2393.0958,974.8447,2393.1119,1211.1130

6.6240,2393.1068,29.6559,29.2241,29.0293,2393.2070,2393.1437,28.4418,2393.1484,974.8446,2393.1460,1211.1196

